SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)NCCCNCCCCNCCCN)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)NCCCNCCCCNCCCN)cc21,O,755,781,0.1,264000,26,5.421603927,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C(/C=C/c2sc3ccc(F)cc3[n+]2C)c2ccncc2)Sc2ccc(F)cc21,CCO,652,670,0.17,134910,18,5.130044142,51.9,0.633,0.783,0.4,0.658
C[N+]1(CCCN2C=C/C(=C\c3sc4ccccc4[n+]3CCCS(=O)(=O)[O-])c3ccccc32)CCCC1,CO,507,554,,83200,47,4.920123326,55.4,0.608,0.904,0.605,0.545
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,753,786,0.55,143300,33,5.15624619,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)NCCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,O,645,663,0.32,226000,18,5.354108439,63.1,0.681,0.997,1.062,0.025
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CC#N,862,886,0.138,36350,24,4.560504415,45.6,0.645,0.974,0.044,0.286
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CCO,862,892,0.101,41720,30,4.6203443,51.9,0.633,0.783,0.4,0.658
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CO,856,884,0.082,45890,28,4.661718058,55.4,0.608,0.904,0.605,0.545
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CN(C)C=O,868,901,0.131,18600,33,4.269512944,43.2,0.759,0.977,0.031,0.613
CN1/C(=C/C=C/C2=[N+](C)c3c(F)c(F)c4c(F)c(F)c(F)c(F)c4c3C2(C)C)C(C)(C)c2c1c(F)c(F)c1c(F)c(F)c(F)c(F)c21,C(Cl)Cl,579,597,0.24,156000,18,5.193124598,40.7,0.761,0.769,0.04,0.178
COCCOCCOCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCOCCOCCOC)c4ccccc4C3(C)C)=C2c2c(OC)cc(C(=O)OC(C)(C)C)cc2OC)C(C)(C)c2ccccc21,C(Cl)Cl,776,811,0.41,267000,35,5.426511261,40.7,0.761,0.769,0.04,0.178
COCCOCCOCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCOCCOCCOC)c4ccccc4C3(C)C)=C2c2c(OC)cc(C(=O)OC(C)(C)C)cc2OC)C(C)(C)c2ccccc21,CC#N,768,799,0.32,206000,31,5.31386722,45.6,0.645,0.974,0.044,0.286
COCCOCCOCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCOCCOCCOC)c4ccccc4C3(C)C)=C2c2c(OC)cc(C(=O)OC(C)(C)C)cc2OC)C(C)(C)c2ccccc21,O,768,799,0.24,200000,31,5.301029996,63.1,0.681,0.997,1.062,0.025
CN1C(c2ccc(F)cc2)=C/C(=C\c2sc3ccccc3[n+]2C)c2c1ccc1ccccc21,CO,523,,,66100,,4.820201459,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,749,771,0.3,242000,22,5.383815366,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,753,774,0.55,259000,21,5.413299764,55.4,0.608,0.904,0.605,0.545
OC(CCl)CN1C=C/C(=C\c2sc3ccccc3[n+]2CC(O)CCl)c2ccc(Cl)cc21,CO,514,,,85000,,4.929418926,55.4,0.608,0.904,0.605,0.545
COCCOCCOCCOc1cccc(OCCOCCOCCOC)c1C1=C(/C=C/C2=[N+](CCOCCOCCOC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CCOCCOCCOC)c2ccccc2C1(C)C,C(Cl)Cl,773,803,0.33,345000,30,5.537819095,40.7,0.761,0.769,0.04,0.178
COCCOCCOCCOc1cccc(OCCOCCOCCOC)c1C1=C(/C=C/C2=[N+](CCOCCOCCOC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CCOCCOCCOC)c2ccccc2C1(C)C,O,764,797,0.19,303000,33,5.481442629,63.1,0.681,0.997,1.062,0.025
COCCOCCOCCOc1cccc(OCCOCCOCCOC)c1C1=C(/C=C/C2=[N+](CCOCCOCCOC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CCOCCOCCOC)c2ccccc2C1(C)C,CC#N,764,797,0.25,304000,33,5.482873584,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,651,668,0.11,115000,17,5.06069784,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,660,677,0.14,112000,17,5.049218023,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,648,665,0.1,123000,17,5.089905111,63.1,0.681,0.997,1.062,0.025
NC(=O)CC[n+]1c(/C=C2\C=CN(Cc3ccccc3)c3ccccc32)sc2ccccc21,CO,507,,,90500,,4.956648579,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,553,565,0.1,124000,12,5.093421685,45.1,0.83,1,0.072,0.647
C[n+]1c(C=C2C=CN(CCC[n+]3ccccc3)c3ccccc32)sc2ccccc21,O,510,,,73900,,4.868644438,63.1,0.681,0.997,1.062,0.025
CCN1C(=CC(/C=C/C=C2/N(CC)c3ccccc3C2(C)C)=[NH+]CCO)C(C)(C)c2ccccc21,O,517,620,,,103,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CC#N,452,,,,,,45.6,0.645,0.974,0.044,0.286
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CC1=CC=CC=C1,449,,,,,,33.9,0.782,0.284,0,0.128
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CCO,459,,,,,,51.9,0.633,0.783,0.4,0.658
COc1ccc(N=NC=C2N(C)c3ccccc3C2(C)C)cc1,CC#N,430,,,40200,,4.604226053,45.6,0.645,0.974,0.044,0.286
COC(=C\C=C\C1=[N+](C)c2ccccc2C1(C)C)/C(=C/C=C1/N(C)c2ccccc2C1(C)C)OC(C)=O,O,740,773,0.0808,90000,33,4.954242509,63.1,0.681,0.997,1.062,0.025
C[n+]1c(C=C2C=CN(CCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,480,,,164300,,5.215637563,45.6,0.645,0.974,0.044,0.286
C[n+]1c(/C=C2\C=CN(CCC[n+]3ccccc3)c3ccccc32)sc2ccccc21,O,515,,,73900,,4.868644438,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21,O,782,802,0.05,70000,20,4.84509804,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21,CO,788,807,0.07,142000,19,5.152288344,55.4,0.608,0.904,0.605,0.545
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CO,628,648,,,20,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CC#N,634,653,,,19,,45.6,0.645,0.974,0.044,0.286
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,C(Cl)(Cl)Cl,636,654,,,18,,39.1,0.783,0.614,0.047,0.071
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CCO,630,649,,,19,,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc(C=CC23OCCN2c2ccccc2C3(C)C)cc1,CC#N,538,,,30000,,4.477121255,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc(C=CC23OCCN2c2ccccc2C3(C)C)cc1,CCO,546,,,40987,,4.612646132,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(c3ccc(CCC(=O)O)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccc5ccccc5c4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CS(=O)C,810,826,0.13,230000,16,5.361727836,45.1,0.83,1,0.072,0.647
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,CCOC(=O)C,540,688,,,148,,38.1,0.656,0.603,0,0.542
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,CN(C)C=O,540,697,,37100,157,4.56937391,43.2,0.759,0.977,0.031,0.613
CN(C)c1ccc(C=Cc2cc[n+](C)c3ccccc23)cc1,C1CCOC1,555,690,,,135,,37.4,0.714,0.634,0,0.591
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21,O,799,816,0.0095,65000,17,4.812913357,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21,CO,784,802,0.06,150000,18,5.176091259,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Sc3ccc(C(=O)OCCCCc4ccc5ccc6cccc7ccc4c5c67)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,797,813,0.066,130000,16,5.113943352,55.4,0.608,0.904,0.605,0.545
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(Cl)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(Cl)cc2C1(C)C,O,756,790,0.0636,142000,34,5.152288344,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(c3ccc(CCC(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccc(C(=O)O)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)O)cc21,O,763,783,0.1,252000,20,5.401400541,63.1,0.681,0.997,1.062,0.025
C[n+]1c(C=C2C=CN(CCCC[NH2+]c3ccc(-c4ccc([NH2+]CCCCN5C=C/C(=C\c6oc7ccccc7[n+]6C)c6ccccc65)cc4)cc3)c3ccccc32)oc2ccccc21,CC#N,481,,,162900,,5.211921084,45.6,0.645,0.974,0.044,0.286
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCC(N)C(=O)O,CN(C)C=O,444,,,,,,43.2,0.759,0.977,0.031,0.613
COc1ccc2sc(/C=C3\C=CN(CCC[N+]4(C)CCCCC4)c4ccccc43)[n+](CCCS(=O)(=O)[O-])c2c1,CO,517,562,,70700,45,4.849419414,55.4,0.608,0.904,0.605,0.545
C#CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC#C)c4ccc(-c5ccc(OC)cc5)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(-c3ccc(OC)cc3)ccc21,C(Cl)Cl,829,848,,,19,,40.7,0.761,0.769,0.04,0.178
C#CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC#C)c4ccc(-c5ccc(OC)cc5)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(-c3ccc(OC)cc3)ccc21,CCO,823,851,,432000,28,5.635483747,51.9,0.633,0.783,0.4,0.658
COC(=O)N(C)/N=N/c1ccc(COc2ccc3c(c2)OC2=C(/C=C/C4=[N+](C)c5ccc(I)cc5C4(C)C)CCCC2=C3)cc1,O,665,,,14000,,4.146128036,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCC(=O)O)c2ccccc21,CCO,785,843,0.16,240000,58,5.380211242,51.9,0.633,0.783,0.4,0.658
C1=CN(CCC[n+]2ccccc2)c2ccccc2/C1=C/c1sc2ccccc2[n+]1CCC[n+]1ccccc1,CO,507,,,78300,,4.893761762,55.4,0.608,0.904,0.605,0.545
CN1/C(=C\C=C(Br)\C=C\c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,626,649,0.42,12150,23,4.084576278,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,637,651,0.117,73000,14,4.86332286,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,631,647,0.014,67000,16,4.826074803,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,640,653,0.164,76000,13,4.880813592,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,655,665,0.151,69000,10,4.838849091,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,652,662,0.221,81000,10,4.908485019,43.2,0.759,0.977,0.031,0.613
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CO,822,849,,,27,,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC(=O)C,825,850,,,25,,42.2,0.651,0.907,0,0.475
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCO,825,849,,,24,,51.9,0.633,0.783,0.4,0.658
